CheminComplet,CheminLocal,CheminRelatif,DossierRacine,Bibliotheque,CheminCible,Nom,Extension,TailleOctets,DateCreation,DateModification,Cache,Systeme,LongueurChemin,LongueurCheminCible,Profondeur,Anomalies,HashSHA256
\\DEMO-SRV01\FileServer\01_Clients\CL1001_Transports_Lemarchand\03_Factures\2024\Facture_CL1001_202411.pdf,C:\DemoMigration\FileServer\01_Clients\CL1001_Transports_Lemarchand\03_Factures\2024\Facture_CL1001_202411.pdf,01_Clients\CL1001_Transports_Lemarchand\03_Factures\2024\Facture_CL1001_202411.pdf,01_Clients,Clients,/sites/MigrationFileServer/Clients/CL1001_Transports_Lemarchand/03_Factures/2024/Facture_CL1001_202411.pdf,Facture_CL1001_202411.pdf,.pdf,1705,2024-07-18T10:00:00,2024-11-19T10:00:00,False,False,106,106,4,,ADC2008D832FD2D58777F3BB4ABDAC97B41E61F78F9238DB7CDB349BA5AB9C94
\\DEMO-SRV01\FileServer\01_Clients\CL1001_Transports_Lemarchand\03_Factures\2025\Facture_CL1001_202502.pdf,C:\DemoMigration\FileServer\01_Clients\CL1001_Transports_Lemarchand\03_Factures\2025\Facture_CL1001_202502.pdf,01_Clients\CL1001_Transports_Lemarchand\03_Factures\2025\Facture_CL1001_202502.pdf,01_Clients,Clients,/sites/MigrationFileServer/Clients/CL1001_Transports_Lemarchand/03_Factures/2025/Facture_CL1001_202502.pdf,Facture_CL1001_202502.pdf,.pdf,1708,2024-07-19T10:00:00,2025-02-14T10:00:00,False,False,106,106,4,,9749ED67BEACFE6A61B4B7F7040A5299061AC1E08864878AF071D2C4FE0F466C
\\DEMO-SRV01\FileServer\01_Clients\CL1001_Transports_Lemarchand\03_Factures\2025\Facture_CL1001_202503.pdf,C:\DemoMigration\FileServer\01_Clients\CL1001_Transports_Lemarchand\03_Factures\2025\Facture_CL1001_202503.pdf,01_Clients\CL1001_Transports_Lemarchand\03_Factures\2025\Facture_CL1001_202503.pdf,01_Clients,Clients,/sites/MigrationFileServer/Clients/CL1001_Transports_Lemarchand/03_Factures/2025/Facture_CL1001_202503.pdf,Facture_CL1001_202503.pdf,.pdf,1707,2024-04-26T10:00:00,2025-03-22T10:00:00,False,False,106,106,4,,4D726F112770CA067D88E780A95B1CAA156D75C751D07687A4E35192757DB10B
\\DEMO-SRV01\FileServer\01_Clients\CL1001_Transports_Lemarchand\03_Factures\2025\Facture_CL1001_202504.pdf,C:\DemoMigration\FileServer\01_Clients\CL1001_Transports_Lemarchand\03_Factures\2025\Facture_CL1001_202504.pdf,01_Clients\CL1001_Transports_Lemarchand\03_Factures\2025\Facture_CL1001_202504.pdf,01_Clients,Clients,/sites/MigrationFileServer/Clients/CL1001_Transports_Lemarchand/03_Factures/2025/Facture_CL1001_202504.pdf,Facture_CL1001_202504.pdf,.pdf,1707,2025-02-15T10:00:00,2025-04-11T10:00:00,False,False,106,106,4,,0BBD1D26235F9E82F7EFF478EF0C57B739C60F62747C5B44149E4B6138C224B9
\\DEMO-SRV01\FileServer\01_Clients\CL1001_Transports_Lemarchand\03_Factures\2025\Facture_CL1001_202505.pdf,C:\DemoMigration\FileServer\01_Clients\CL1001_Transports_Lemarchand\03_Factures\2025\Facture_CL1001_202505.pdf,01_Clients\CL1001_Transports_Lemarchand\03_Factures\2025\Facture_CL1001_202505.pdf,01_Clients,Clients,/sites/MigrationFileServer/Clients/CL1001_Transports_Lemarchand/03_Factures/2025/Facture_CL1001_202505.pdf,Facture_CL1001_202505.pdf,.pdf,1705,2025-02-11T10:00:00,2025-05-15T10:00:00,False,False,106,106,4,,BBF104CEA619064FD023A11219263D6778C644F7C0288E1A10AEDA3B1B3EA7C5
\\DEMO-SRV01\FileServer\01_Clients\CL1001_Transports_Lemarchand\03_Factures\2025\Facture_CL1001_202506.pdf,C:\DemoMigration\FileServer\01_Clients\CL1001_Transports_Lemarchand\03_Factures\2025\Facture_CL1001_202506.pdf,01_Clients\CL1001_Transports_Lemarchand\03_Factures\2025\Facture_CL1001_202506.pdf,01_Clients,Clients,/sites/MigrationFileServer/Clients/CL1001_Transports_Lemarchand/03_Factures/2025/Facture_CL1001_202506.pdf,Facture_CL1001_202506.pdf,.pdf,1705,2024-08-26T10:00:00,2025-06-03T10:00:00,False,False,106,106,4,,B843D8BE4412463D6C0265B041F1E8B9CA2341933BA3D838EFD9E721F76E7109
\\DEMO-SRV01\FileServer\01_Clients\CL1001_Transports_Lemarchand\03_Factures\2025\Facture_CL1001_202507.pdf,C:\DemoMigration\FileServer\01_Clients\CL1001_Transports_Lemarchand\03_Factures\2025\Facture_CL1001_202507.pdf,01_Clients\CL1001_Transports_Lemarchand\03_Factures\2025\Facture_CL1001_202507.pdf,01_Clients,Clients,/sites/MigrationFileServer/Clients/CL1001_Transports_Lemarchand/03_Factures/2025/Facture_CL1001_202507.pdf,Facture_CL1001_202507.pdf,.pdf,1705,2025-06-01T10:00:00,2025-07-18T10:00:00,False,False,106,106,4,,F763CB71BE12E736A0D417788D538D09F9C4BBE0595F3A54937DB93EC0DA3063
\\DEMO-SRV01\FileServer\01_Clients\CL1001_Transports_Lemarchand\03_Factures\2025\Facture_CL1001_202510.pdf,C:\DemoMigration\FileServer\01_Clients\CL1001_Transports_Lemarchand\03_Factures\2025\Facture_CL1001_202510.pdf,01_Clients\CL1001_Transports_Lemarchand\03_Factures\2025\Facture_CL1001_202510.pdf,01_Clients,Clients,/sites/MigrationFileServer/Clients/CL1001_Transports_Lemarchand/03_Factures/2025/Facture_CL1001_202510.pdf,Facture_CL1001_202510.pdf,.pdf,1707,2025-09-07T10:00:00,2025-10-07T10:00:00,False,False,106,106,4,,934C79F9E8F68CBD2D9157A178D5E3D255A6FE81143C7D3A4BA9E8D000471ACB
\\DEMO-SRV01\FileServer\01_Clients\CL1001_Transports_Lemarchand\03_Factures\2025\Facture_CL1001_202511.pdf,C:\DemoMigration\FileServer\01_Clients\CL1001_Transports_Lemarchand\03_Factures\2025\Facture_CL1001_202511.pdf,01_Clients\CL1001_Transports_Lemarchand\03_Factures\2025\Facture_CL1001_202511.pdf,01_Clients,Clients,/sites/MigrationFileServer/Clients/CL1001_Transports_Lemarchand/03_Factures/2025/Facture_CL1001_202511.pdf,Facture_CL1001_202511.pdf,.pdf,1705,2025-03-26T10:00:00,2025-11-13T10:00:00,False,False,106,106,4,,0D4AEDE973260257B1381ECD02A2DCC8AD277577C2B005C36547E9617479D873
\\DEMO-SRV01\FileServer\01_Clients\CL1001_Transports_Lemarchand\03_Factures\2025\Facture_CL1001_202512.pdf,C:\DemoMigration\FileServer\01_Clients\CL1001_Transports_Lemarchand\03_Factures\2025\Facture_CL1001_202512.pdf,01_Clients\CL1001_Transports_Lemarchand\03_Factures\2025\Facture_CL1001_202512.pdf,01_Clients,Clients,/sites/MigrationFileServer/Clients/CL1001_Transports_Lemarchand/03_Factures/2025/Facture_CL1001_202512.pdf,Facture_CL1001_202512.pdf,.pdf,1705,2025-03-15T10:00:00,2025-12-24T10:00:00,False,False,106,106,4,,7CC417A47673EFBDC4C7831AA026509410121E4F80F2F2E12336D22AA2B72309
\\DEMO-SRV01\FileServer\01_Clients\CL1001_Transports_Lemarchand\03_Factures\2026\Facture_CL1001_202602.pdf,C:\DemoMigration\FileServer\01_Clients\CL1001_Transports_Lemarchand\03_Factures\2026\Facture_CL1001_202602.pdf,01_Clients\CL1001_Transports_Lemarchand\03_Factures\2026\Facture_CL1001_202602.pdf,01_Clients,Clients,/sites/MigrationFileServer/Clients/CL1001_Transports_Lemarchand/03_Factures/2026/Facture_CL1001_202602.pdf,Facture_CL1001_202602.pdf,.pdf,1705,2025-04-17T10:00:00,2026-02-07T10:00:00,False,False,106,106,4,,CE0A4A74BBF3B647DBCCDEF6706F27106A8CEB28E1D0D6BDD2F850FCC4887562
\\DEMO-SRV01\FileServer\01_Clients\CL1001_Transports_Lemarchand\03_Factures\2026\Facture_CL1001_202604.pdf,C:\DemoMigration\FileServer\01_Clients\CL1001_Transports_Lemarchand\03_Factures\2026\Facture_CL1001_202604.pdf,01_Clients\CL1001_Transports_Lemarchand\03_Factures\2026\Facture_CL1001_202604.pdf,01_Clients,Clients,/sites/MigrationFileServer/Clients/CL1001_Transports_Lemarchand/03_Factures/2026/Facture_CL1001_202604.pdf,Facture_CL1001_202604.pdf,.pdf,1708,2025-07-19T10:00:00,2026-04-02T10:00:00,False,False,106,106,4,,5370F2E0F53FAC31F2B95260E4554C603EF9B934AA2E36228473DECCF90384D1
\\DEMO-SRV01\FileServer\01_Clients\CL1001_Transports_Lemarchand\03_Factures\2026\Facture_CL1001_202606.pdf,C:\DemoMigration\FileServer\01_Clients\CL1001_Transports_Lemarchand\03_Factures\2026\Facture_CL1001_202606.pdf,01_Clients\CL1001_Transports_Lemarchand\03_Factures\2026\Facture_CL1001_202606.pdf,01_Clients,Clients,/sites/MigrationFileServer/Clients/CL1001_Transports_Lemarchand/03_Factures/2026/Facture_CL1001_202606.pdf,Facture_CL1001_202606.pdf,.pdf,1705,2026-03-14T10:00:00,2026-06-17T10:00:00,False,False,106,106,4,,85D5700638BE47D33E8F7949BE975FAC5DCCB2950DB556DFB3F29DA53F6F32F4
\\DEMO-SRV01\FileServer\01_Clients\CL1001_Transports_Lemarchand\03_Factures\2026\Facture_CL1001_202607.pdf,C:\DemoMigration\FileServer\01_Clients\CL1001_Transports_Lemarchand\03_Factures\2026\Facture_CL1001_202607.pdf,01_Clients\CL1001_Transports_Lemarchand\03_Factures\2026\Facture_CL1001_202607.pdf,01_Clients,Clients,/sites/MigrationFileServer/Clients/CL1001_Transports_Lemarchand/03_Factures/2026/Facture_CL1001_202607.pdf,Facture_CL1001_202607.pdf,.pdf,1704,2026-05-28T10:00:00,2026-07-28T10:00:00,False,False,106,106,4,,AE74A0019B9477453A894CFEAB777A1C921CB6A2475618BCF10FBBAB62C28F96
\\DEMO-SRV01\FileServer\01_Clients\CL1001_Transports_Lemarchand\04_Correspondance\Echange_01.eml.txt,C:\DemoMigration\FileServer\01_Clients\CL1001_Transports_Lemarchand\04_Correspondance\Echange_01.eml.txt,01_Clients\CL1001_Transports_Lemarchand\04_Correspondance\Echange_01.eml.txt,01_Clients,Clients,/sites/MigrationFileServer/Clients/CL1001_Transports_Lemarchand/04_Correspondance/Echange_01.eml.txt,Echange_01.eml.txt,.txt,106,2018-06-21T11:21:11,2019-05-04T11:21:11,False,False,100,100,3,,78682904600A5DE28DE35D2A119C9F0132AC412F09E626DE26067FEF341140E2
\\DEMO-SRV01\FileServer\01_Clients\CL1001_Transports_Lemarchand\04_Correspondance\Echange_02.eml.txt,C:\DemoMigration\FileServer\01_Clients\CL1001_Transports_Lemarchand\04_Correspondance\Echange_02.eml.txt,01_Clients\CL1001_Transports_Lemarchand\04_Correspondance\Echange_02.eml.txt,01_Clients,Clients,/sites/MigrationFileServer/Clients/CL1001_Transports_Lemarchand/04_Correspondance/Echange_02.eml.txt,Echange_02.eml.txt,.txt,106,2023-10-11T09:17:45,2024-08-04T09:17:45,False,False,100,100,3,,BEC2411544EEC291F4D6812FB3A93F2D4E35F2567C4E3E46ACCC7537989AE418
\\DEMO-SRV01\FileServer\01_Clients\CL1001_Transports_Lemarchand\05_Projets\Audit_securite\Compte_rendu_COPIL.docx,C:\DemoMigration\FileServer\01_Clients\CL1001_Transports_Lemarchand\05_Projets\Audit_securite\Compte_rendu_COPIL.docx,01_Clients\CL1001_Transports_Lemarchand\05_Projets\Audit_securite\Compte_rendu_COPIL.docx,01_Clients,Clients,/sites/MigrationFileServer/Clients/CL1001_Transports_Lemarchand/05_Projets/Audit_securite/Compte_rendu_COPIL.docx,Compte_rendu_COPIL.docx,.docx,36732,2025-07-17T16:16:30,2026-04-21T16:16:30,False,False,113,113,4,,BC83582C3EB26394EE2509C5B52E9B4501BD1A5DE184BC4C8170E11168A10262
\\DEMO-SRV01\FileServer\01_Clients\CL1001_Transports_Lemarchand\05_Projets\Audit_securite\Planning_Audit_securite.xlsx,C:\DemoMigration\FileServer\01_Clients\CL1001_Transports_Lemarchand\05_Projets\Audit_securite\Planning_Audit_securite.xlsx,01_Clients\CL1001_Transports_Lemarchand\05_Projets\Audit_securite\Planning_Audit_securite.xlsx,01_Clients,Clients,/sites/MigrationFileServer/Clients/CL1001_Transports_Lemarchand/05_Projets/Audit_securite/Planning_Audit_securite.xlsx,Planning_Audit_securite.xlsx,.xlsx,5134,2025-07-22T17:10:53,2026-01-27T17:10:53,False,False,118,118,4,,A26FF658AE5412CA5ADB13447A61FDA52D07FE5060A923470F917053EDF47169
\\DEMO-SRV01\FileServer\01_Clients\CL1001_Transports_Lemarchand\05_Projets\Audit_securite\Presentation_lancement_Audit_securite.pptx,C:\DemoMigration\FileServer\01_Clients\CL1001_Transports_Lemarchand\05_Projets\Audit_securite\Presentation_lancement_Audit_securite.pptx,01_Clients\CL1001_Transports_Lemarchand\05_Projets\Audit_securite\Presentation_lancement_Audit_securite.pptx,01_Clients,Clients,/sites/MigrationFileServer/Clients/CL1001_Transports_Lemarchand/05_Projets/Audit_securite/Presentation_lancement_Audit_securite.pptx,Presentation_lancement_Audit_securite.pptx,.pptx,29174,2026-07-01T15:28:51,2026-08-07T15:28:51,False,False,132,132,4,,03B667D1B1CBC3A5B6A0843AE05308B93DC0B8EC614C4568866DB3FAED445826
\\DEMO-SRV01\FileServer\01_Clients\CL1001_Transports_Lemarchand\05_Projets\Tableau_de_bord\Compte_rendu_COPIL.docx,C:\DemoMigration\FileServer\01_Clients\CL1001_Transports_Lemarchand\05_Projets\Tableau_de_bord\Compte_rendu_COPIL.docx,01_Clients\CL1001_Transports_Lemarchand\05_Projets\Tableau_de_bord\Compte_rendu_COPIL.docx,01_Clients,Clients,/sites/MigrationFileServer/Clients/CL1001_Transports_Lemarchand/05_Projets/Tableau_de_bord/Compte_rendu_COPIL.docx,Compte_rendu_COPIL.docx,.docx,36730,2024-05-09T09:40:32,2024-12-29T09:40:32,False,False,114,114,4,,DD7C87AFFF26ECD133238FE74DE257FD3F619892EF5743329EB05D97504DE6C3
\\DEMO-SRV01\FileServer\01_Clients\CL1001_Transports_Lemarchand\05_Projets\Tableau_de_bord\Planning_Tableau_de_bord.xlsx,C:\DemoMigration\FileServer\01_Clients\CL1001_Transports_Lemarchand\05_Projets\Tableau_de_bord\Planning_Tableau_de_bord.xlsx,01_Clients\CL1001_Transports_Lemarchand\05_Projets\Tableau_de_bord\Planning_Tableau_de_bord.xlsx,01_Clients,Clients,/sites/MigrationFileServer/Clients/CL1001_Transports_Lemarchand/05_Projets/Tableau_de_bord/Planning_Tableau_de_bord.xlsx,Planning_Tableau_de_bord.xlsx,.xlsx,5140,2023-06-08T13:38:30,2024-06-26T13:38:30,False,False,120,120,4,,831E365DAF79D12BFFF30A6EB509404224924BBD7340DC8A9AD9388F6FF061AE
\\DEMO-SRV01\FileServer\01_Clients\CL1001_Transports_Lemarchand\05_Projets\Tableau_de_bord\Presentation_lancement_Tableau_de_bord.pptx,C:\DemoMigration\FileServer\01_Clients\CL1001_Transports_Lemarchand\05_Projets\Tableau_de_bord\Presentation_lancement_Tableau_de_bord.pptx,01_Clients\CL1001_Transports_Lemarchand\05_Projets\Tableau_de_bord\Presentation_lancement_Tableau_de_bord.pptx,01_Clients,Clients,/sites/MigrationFileServer/Clients/CL1001_Transports_Lemarchand/05_Projets/Tableau_de_bord/Presentation_lancement_Tableau_de_bord.pptx,Presentation_lancement_Tableau_de_bord.pptx,.pptx,29177,2023-10-12T07:50:01,2024-03-20T07:50:01,False,False,134,134,4,,9351372A587576E40FDF3B2C87C61FC8CEB3355C98AD787FA2624E034A7D87B5
\\DEMO-SRV01\FileServer\01_Clients\CL1002_Clinique_Saint-Aubin\01_Contrats\Contrat_cadre_CL1002_2022.docx,C:\DemoMigration\FileServer\01_Clients\CL1002_Clinique_Saint-Aubin\01_Contrats\Contrat_cadre_CL1002_2022.docx,01_Clients\CL1002_Clinique_Saint-Aubin\01_Contrats\Contrat_cadre_CL1002_2022.docx,01_Clients,Clients,/sites/MigrationFileServer/Clients/CL1002_Clinique_Saint-Aubin/01_Contrats/Contrat_cadre_CL1002_2022.docx,Contrat_cadre_CL1002_2022.docx,.docx,36786,2021-05-29T11:39:50,2022-04-28T11:39:50,False,False,105,105,3,,C9E120134ACB0B4E121E0E71D59E4C434BCE9F92C25C91081DE304450506AFB8
\\DEMO-SRV01\FileServer\01_Clients\CL1002_Clinique_Saint-Aubin\01_Contrats\Contrat_cadre_CL1002_2022_signe.pdf,C:\DemoMigration\FileServer\01_Clients\CL1002_Clinique_Saint-Aubin\01_Contrats\Contrat_cadre_CL1002_2022_signe.pdf,01_Clients\CL1002_Clinique_Saint-Aubin\01_Contrats\Contrat_cadre_CL1002_2022_signe.pdf,01_Clients,Clients,/sites/MigrationFileServer/Clients/CL1002_Clinique_Saint-Aubin/01_Contrats/Contrat_cadre_CL1002_2022_signe.pdf,Contrat_cadre_CL1002_2022_signe.pdf,.pdf,1658,2021-10-15T10:05:04,2022-07-25T10:05:04,False,False,110,110,3,,241422DB71AEDA4D6C82ED23BD1AAB58E60B05714A236EB473D53CF996B1C0DE
\\DEMO-SRV01\FileServer\01_Clients\CL1002_Clinique_Saint-Aubin\02_Devis\Devis_CL1002_2022-01.docx,C:\DemoMigration\FileServer\01_Clients\CL1002_Clinique_Saint-Aubin\02_Devis\Devis_CL1002_2022-01.docx,01_Clients\CL1002_Clinique_Saint-Aubin\02_Devis\Devis_CL1002_2022-01.docx,01_Clients,Clients,/sites/MigrationFileServer/Clients/CL1002_Clinique_Saint-Aubin/02_Devis/Devis_CL1002_2022-01.docx,Devis_CL1002_2022-01.docx,.docx,36749,2022-03-04T12:43:24,2022-12-12T12:43:24,False,False,97,97,3,,DD82AF9C1AD403CADE9DA850EC7FBE8B470D06A17AF2E86ED7D320C0F56F3803
\\DEMO-SRV01\FileServer\01_Clients\CL1002_Clinique_Saint-Aubin\02_Devis\Devis_CL1002_2023-02.docx,C:\DemoMigration\FileServer\01_Clients\CL1002_Clinique_Saint-Aubin\02_Devis\Devis_CL1002_2023-02.docx,01_Clients\CL1002_Clinique_Saint-Aubin\02_Devis\Devis_CL1002_2023-02.docx,01_Clients,Clients,/sites/MigrationFileServer/Clients/CL1002_Clinique_Saint-Aubin/02_Devis/Devis_CL1002_2023-02.docx,Devis_CL1002_2023-02.docx,.docx,36751,2022-12-09T19:12:38,2023-03-23T19:12:38,False,False,97,97,3,,465C024EE402986037231528416D5938CD61EEFE94C53C3351C9D3C614E37758
\\DEMO-SRV01\FileServer\01_Clients\CL1002_Clinique_Saint-Aubin\02_Devis\Devis_CL1002_2024-03.docx,C:\DemoMigration\FileServer\01_Clients\CL1002_Clinique_Saint-Aubin\02_Devis\Devis_CL1002_2024-03.docx,01_Clients\CL1002_Clinique_Saint-Aubin\02_Devis\Devis_CL1002_2024-03.docx,01_Clients,Clients,/sites/MigrationFileServer/Clients/CL1002_Clinique_Saint-Aubin/02_Devis/Devis_CL1002_2024-03.docx,Devis_CL1002_2024-03.docx,.docx,36748,2024-11-21T14:20:51,2024-12-17T14:20:51,False,False,97,97,3,,E6F9D96399F917F1C350BB4D85DD7C4443C33E784639B8A9B023648559613E1A
\\DEMO-SRV01\FileServer\01_Clients\CL1002_Clinique_Saint-Aubin\03_Factures\2024\Facture_CL1002_202401.pdf,C:\DemoMigration\FileServer\01_Clients\CL1002_Clinique_Saint-Aubin\03_Factures\2024\Facture_CL1002_202401.pdf,01_Clients\CL1002_Clinique_Saint-Aubin\03_Factures\2024\Facture_CL1002_202401.pdf,01_Clients,Clients,/sites/MigrationFileServer/Clients/CL1002_Clinique_Saint-Aubin/03_Factures/2024/Facture_CL1002_202401.pdf,Facture_CL1002_202401.pdf,.pdf,1704,2023-07-23T10:00:00,2024-01-09T10:00:00,False,False,105,105,4,,1623298D39D7DD8EC11686D86FA7C872DCBEF89A35811394F88223AE498B899E
\\DEMO-SRV01\FileServer\01_Clients\CL1002_Clinique_Saint-Aubin\03_Factures\2024\Facture_CL1002_202404.pdf,C:\DemoMigration\FileServer\01_Clients\CL1002_Clinique_Saint-Aubin\03_Factures\2024\Facture_CL1002_202404.pdf,01_Clients\CL1002_Clinique_Saint-Aubin\03_Factures\2024\Facture_CL1002_202404.pdf,01_Clients,Clients,/sites/MigrationFileServer/Clients/CL1002_Clinique_Saint-Aubin/03_Factures/2024/Facture_CL1002_202404.pdf,Facture_CL1002_202404.pdf,.pdf,1705,2023-07-06T10:00:00,2024-04-18T10:00:00,False,False,105,105,4,,15A03C6B672412C6649532BDF9320ED1F233B6E6ECE29DA73E1C84C726D3A1A5
\\DEMO-SRV01\FileServer\01_Clients\CL1002_Clinique_Saint-Aubin\03_Factures\2024\Facture_CL1002_202405.pdf,C:\DemoMigration\FileServer\01_Clients\CL1002_Clinique_Saint-Aubin\03_Factures\2024\Facture_CL1002_202405.pdf,01_Clients\CL1002_Clinique_Saint-Aubin\03_Factures\2024\Facture_CL1002_202405.pdf,01_Clients,Clients,/sites/MigrationFileServer/Clients/CL1002_Clinique_Saint-Aubin/03_Factures/2024/Facture_CL1002_202405.pdf,Facture_CL1002_202405.pdf,.pdf,1705,2023-08-18T10:00:00,2024-05-23T10:00:00,False,False,105,105,4,,F7B09C50EAA9C95E43B7E066EAE7D0A74433B6CB256967259328F4D9C0EBF457
\\DEMO-SRV01\FileServer\01_Clients\CL1002_Clinique_Saint-Aubin\03_Factures\2024\Facture_CL1002_202406.pdf,C:\DemoMigration\FileServer\01_Clients\CL1002_Clinique_Saint-Aubin\03_Factures\2024\Facture_CL1002_202406.pdf,01_Clients\CL1002_Clinique_Saint-Aubin\03_Factures\2024\Facture_CL1002_202406.pdf,01_Clients,Clients,/sites/MigrationFileServer/Clients/CL1002_Clinique_Saint-Aubin/03_Factures/2024/Facture_CL1002_202406.pdf,Facture_CL1002_202406.pdf,.pdf,1705,2024-04-14T10:00:00,2024-06-18T10:00:00,False,False,105,105,4,,28CFE704755E49556D30995713594D1327D828D14742DC82E8C3AE8AA311AFB1
\\DEMO-SRV01\FileServer\01_Clients\CL1002_Clinique_Saint-Aubin\03_Factures\2024\Facture_CL1002_202407.pdf,C:\DemoMigration\FileServer\01_Clients\CL1002_Clinique_Saint-Aubin\03_Factures\2024\Facture_CL1002_202407.pdf,01_Clients\CL1002_Clinique_Saint-Aubin\03_Factures\2024\Facture_CL1002_202407.pdf,01_Clients,Clients,/sites/MigrationFileServer/Clients/CL1002_Clinique_Saint-Aubin/03_Factures/2024/Facture_CL1002_202407.pdf,Facture_CL1002_202407.pdf,.pdf,1705,2024-07-06T10:00:00,2024-07-26T10:00:00,False,False,105,105,4,,ABE76394F55B385D6D304DA435B01C3BB0AD317D81534D38F24931704F9500CE
\\DEMO-SRV01\FileServer\01_Clients\CL1002_Clinique_Saint-Aubin\03_Factures\2024\Facture_CL1002_202409.pdf,C:\DemoMigration\FileServer\01_Clients\CL1002_Clinique_Saint-Aubin\03_Factures\2024\Facture_CL1002_202409.pdf,01_Clients\CL1002_Clinique_Saint-Aubin\03_Factures\2024\Facture_CL1002_202409.pdf,01_Clients,Clients,/sites/MigrationFileServer/Clients/CL1002_Clinique_Saint-Aubin/03_Factures/2024/Facture_CL1002_202409.pdf,Facture_CL1002_202409.pdf,.pdf,1705,2023-11-23T10:00:00,2024-09-04T10:00:00,False,False,105,105,4,,31617D34F221DCBAC9EBA3B36397D536F41EB77EEA89D95C52C086E2F5C6F76D
\\DEMO-SRV01\FileServer\01_Clients\CL1002_Clinique_Saint-Aubin\03_Factures\2024\Facture_CL1002_202411.pdf,C:\DemoMigration\FileServer\01_Clients\CL1002_Clinique_Saint-Aubin\03_Factures\2024\Facture_CL1002_202411.pdf,01_Clients\CL1002_Clinique_Saint-Aubin\03_Factures\2024\Facture_CL1002_202411.pdf,01_Clients,Clients,/sites/MigrationFileServer/Clients/CL1002_Clinique_Saint-Aubin/03_Factures/2024/Facture_CL1002_202411.pdf,Facture_CL1002_202411.pdf,.pdf,1705,2024-07-07T10:00:00,2024-11-05T10:00:00,False,False,105,105,4,,AA380643734BE985CA45084491F2B77432B050B676CEF9F0B2416D1441431611
\\DEMO-SRV01\FileServer\01_Clients\CL1002_Clinique_Saint-Aubin\03_Factures\2025\Facture_CL1002_202504.pdf,C:\DemoMigration\FileServer\01_Clients\CL1002_Clinique_Saint-Aubin\03_Factures\2025\Facture_CL1002_202504.pdf,01_Clients\CL1002_Clinique_Saint-Aubin\03_Factures\2025\Facture_CL1002_202504.pdf,01_Clients,Clients,/sites/MigrationFileServer/Clients/CL1002_Clinique_Saint-Aubin/03_Factures/2025/Facture_CL1002_202504.pdf,Facture_CL1002_202504.pdf,.pdf,1707,2024-09-13T10:00:00,2025-04-11T10:00:00,False,False,105,105,4,,EB8613EBBA745604D6FB7F3C9C9A91284C1C3022D084EA79858351DEA087226A
\\DEMO-SRV01\FileServer\01_Clients\CL1002_Clinique_Saint-Aubin\03_Factures\2025\Facture_CL1002_202508.pdf,C:\DemoMigration\FileServer\01_Clients\CL1002_Clinique_Saint-Aubin\03_Factures\2025\Facture_CL1002_202508.pdf,01_Clients\CL1002_Clinique_Saint-Aubin\03_Factures\2025\Facture_CL1002_202508.pdf,01_Clients,Clients,/sites/MigrationFileServer/Clients/CL1002_Clinique_Saint-Aubin/03_Factures/2025/Facture_CL1002_202508.pdf,Facture_CL1002_202508.pdf,.pdf,1707,2025-07-16T10:00:00,2025-08-04T10:00:00,False,False,105,105,4,,8E0CA0317FDBB9DDAB700DFB8F07AE2D181B683D24F3641C9F3E56F276E61F13
\\DEMO-SRV01\FileServer\01_Clients\CL1002_Clinique_Saint-Aubin\03_Factures\2025\Facture_CL1002_202510.pdf,C:\DemoMigration\FileServer\01_Clients\CL1002_Clinique_Saint-Aubin\03_Factures\2025\Facture_CL1002_202510.pdf,01_Clients\CL1002_Clinique_Saint-Aubin\03_Factures\2025\Facture_CL1002_202510.pdf,01_Clients,Clients,/sites/MigrationFileServer/Clients/CL1002_Clinique_Saint-Aubin/03_Factures/2025/Facture_CL1002_202510.pdf,Facture_CL1002_202510.pdf,.pdf,1705,2025-06-21T10:00:00,2025-10-15T10:00:00,False,False,105,105,4,,C824858D417550B0E00097379D8A6E422D702ACC465462B534D39794C4E458BA
\\DEMO-SRV01\FileServer\01_Clients\CL1002_Clinique_Saint-Aubin\03_Factures\2025\Facture_CL1002_202511.pdf,C:\DemoMigration\FileServer\01_Clients\CL1002_Clinique_Saint-Aubin\03_Factures\2025\Facture_CL1002_202511.pdf,01_Clients\CL1002_Clinique_Saint-Aubin\03_Factures\2025\Facture_CL1002_202511.pdf,01_Clients,Clients,/sites/MigrationFileServer/Clients/CL1002_Clinique_Saint-Aubin/03_Factures/2025/Facture_CL1002_202511.pdf,Facture_CL1002_202511.pdf,.pdf,1707,2025-10-09T10:00:00,2025-11-13T10:00:00,False,False,105,105,4,,BEAB4CD46269058B79D50D6FB887156B7C08B6FB7637A331583BCAB54F32EA1B
